property_id,time_cfinanciero
d54bc48dc9d5a6ff8da03969,2915
20c2c5424b40e83f8f4dce01,2284
b870beb807476b133e2ddf08,1977
2bb50e4328e0a55324e86cf1,4763
e099ecf8ed4debd65be7eb08,4176
75677804229f4b46afe91e48,2842
4154aae1554156f8d234b4d0,4136
d1b37959323d6c1ebcdad8ad,4650
ac801705efe8ce8cbf479172,4128
f971ccb366e23b797c3b6abe,2835
3a7b47365e396bdc9551cb50,2917
198ecb4204ce6519dd71657f,2616
f99c6652dd9a61c8994a9d35,4064
80a52787527cc253a90da9b0,2478
8991a5ecbf7b3de51866f32a,4579
14e42b456cc5b0f7bd151caa,4207
e4e48a6665bbd1524f8b4ee3,3553
e84a963350c172492ddea539,3439
89d9e510a65fefd6435763b5,2545
c1dd41690c7051d49bd3cd89,2934
a395cfa7b79a0da4c36257c7,2740
829bc160d51455a06d6cb40b,2740
cdfbb18277b16e2efef272c2,2355
8617a924438146e94147866a,2312
e116bff00595a43d9b4e0640,4042
a59d1247cfcc3f2dbb8b86a5,2740
26235d914b09041ccba5383a,2740
cbf13ce24a83d60a24f51c0b,2374
82019db2c6a872c29406c4bb,3495
64d5f494ee4094226de801a8,2264
c5f4b3eb10ba893ebcdb9683,2909
c246321e5d69f6bdba6bf04f,4017
675558446d0f5c16559d7b03,5064
6ed32335067dd3c4473b1353,3723
ae3e10041eeba51a345693a5,2761
a8031d2159b16e2b457cd950,4725
40575d0fb0a33afef9e27bcf,2903
7177a76df32e1341d4f6fa93,2432
1217698d8e6082eaf717d6b5,3544
0e4e53f3dc7817ac39ecde1e,3354
3909738cb106da839fb6bc37,3251
b21b6b78c0100bd17abc83a4,3002
e0224f3af609041549c82acc,3421
c4ef8039d8a6f0f3b8ea1063,2793
0b0f359d0adea673588325c1,2007
296f49bb5eed54258380975b,1718
5cdda7539bf59809d809ed25,1718
252fd779865a3a09735d8c72,1718
75e88b1f0c0b8afdae9be9f0,1718
8f3467bca1b87e1aaa0ff571,3568
d2de98597c45872ac600d7b7,2813
bdf273b5a75684d9f3fd2c64,2436
af66335fead9e38423506dc0,2947
e6853e1367b85de06f578f8b,3031
55cc0042b95cc3e305a1cf18,2684
c1e6d6280b957bf81af0c52f,2979
f1a711f627a038e258b7f0f1,3514
314700492f8e522f2991ff8a,2336
04c44c2ac1c353996457f849,3837
8316d5aa83845d2d471bf6ff,2955
7a947fbd73c8b3dd1b9a038f,3824
a41b74452ed3f8b9f3ca60b4,5194
ad809adc3607caa53473be7f,5131
3524282ea4a69d1c518dadf7,1962
b80395ebb80ea042243bb673,4658
3fdba7dd64f3a5787db327da,2595
c642b4275ce2db1743bd19a3,2217
cc9fce9e9ef6755415d500ae,3635
7766aea2f4ceab4bbb0230af,2837
9b35392c315144c1b7b0b2b5,2409
fe55de43b84e7b59a2cc155c,2304
15a11ccd8d9347691ddcf1d3,3050
11bebf6f28f310c57a593ffa,2759
51b586a5d729c3957cf879cd,2408
3067b130a26d56bf8fff1792,2806
9e38fceb0a52ab654752a84c,5040
6a58c61bfbd448e446aa4a9c,4474
6dfd10358e57e8dc816ce8f3,3635
764b8b3d0f53d3aa4112851c,3029
a8fd060f69a328a25fb92b0f,2268
f662bdd31e64d893a5230870,3167
209797a3165a28f80c7f3b65,2829
a2c87bd3abc2f49307b3f2e5,4531
383dccae5d9dcda1ec37a306,5060
1a2dffbca72c69939899d461,2320
bee866b90e547ac946267896,2806
93bdeec185238dd7d1bc02eb,2164
b610cc8bc4a4a7c04c3d684d,5066
f4456cbca7a046f6750c33e7,2885
a343950a5fbb952fbe0541d4,2244
2968cacb82cea32e1635eb1f,5606
1147c6c0aa0c3d4b2f9eceeb,2709
eb390f5a6f285400c4d08186,5893
6bb517e4b42162a65ea24b2c,3583
8de217f98e7be83f0aaa3124,3113
129f0744a70bc2073f8b3d39,2717
c1066b27897ee03c59b2af2d,2311
cfba61c3b71e1411374bc684,4067
2b6b8b271bf7b25a4d7df489,2291
5e590a25801755bf4010df01,2861
91fcd94d85c46de0e511aeec,1686
9e5374aa84004f973ae83d09,3092
373e76efb23ac37afd925000,2778
bf8396b500f72cfa0a9106c8,4802
82077911cdd011f459e4a8ec,3091
f7d719a03537c4945550ad82,1909
6cc125dab3f0ccf4a5711dcd,1145
18c1b0aded83efae6bf7b70a,2503
be40834016a6f45477ffdb5d,2007
02b21d4d9945cc2beed1e6f6,2412
9b49b1b813dd2ebe2be217f9,1939
e73d064d693eaed9d7d75572,1275
9b66a6b5860b89f641a94514,1306
82b3e933bbb92aff80a14032,4981
4d58e8b44aba98dcb949dabc,5352
0a3ca717f95e075a6372e5a0,3606
609ca97943663c57081ca977,4074
4f20dc487c4b64525a5e8bb8,3345
34b51af3426f1b97c1d7ac16,5753
06ce09479aa298271996c2c6,3014
4e24e6a49cfaaed22ced8d56,5269
fe2b9b5a4b1135dcd527a73b,3894
5b924a7c81e442857d3008ac,5630
d8c04ea1efa48590abe4b95c,2886
565df7c58689c6e02d8c349c,5158
9b32641df47fd1435abf3415,4677
f67ccab56c7de9da10382abc,4096
1290a1c43ce8dab039543c76,3987
6882d182fe8034d869231c8b,4485
72e42d5ada699fc4c23404e5,4854
82fe81cd6e6dedac3315ed37,4844
cd34907ad8b8d428ab2d64b5,4406
8e9d47c7f97c45cfe7ca99f2,3748
4174b6b79c3eb3fb183dad32,3786
82575837e1b1653dc4fd9025,4724
204bc5e18651207c8d88efc6,4820
49225b724358ffee0158b94f,6225
7bd2441223a9753861711c98,6099
d893528de311c1e3bd5dbb21,2221
36fe28aab217da06092e614c,2863
3d7bb417d79e016eae517f95,2731
73387428d26d93c7784e0617,2701
64889828b28e2487731bcebc,3283
c42c05e9c71aa2e2d7521444,2581
db063134801cf4df80aedd2c,4717
722dd485e5b9a6e820c8091e,3403
293627286f9a1f6790ebb343,3003
2b8801f1855edea4b067ab4a,3338
0368286c5473e029629c30eb,4312
fc53f075fb86c0ac8f0c80e7,3915
b8bf5b4d3544d9fe1748a0a1,2419
dcf5da1b43f6afc9ed64ce7f,3741
ea708c571c0875df211588bd,2628
8363b2a125a3f0ccf753da22,2174
b3aa2c765d192b65d2599231,4940
4dab07bd1ff6868c8a824d86,3029
5c9eeec5f671ae37e25d47e9,2327
a1919c6acc50d281e453baab,2078
825a26b069374061ad681649,2744
337a2f87e6706c00b4831e85,3283
034da93bd82a11f3f23ffd1e,3130
437bff59a69aecada84fe69a,1968
02a0136915e8c4b76923dd03,6258
c18fd111894f2faaf7a2d766,4615
008eff3cce48f5ec287b57c9,3130
456fa278df74852863e821e9,2576
c94ca4b6767ab247405cbaf6,3983
cb43b85934eacfa0056523e3,3130
951ec992b4f6603342d3ae89,4431
04a2bba2a4243c6cd425012b,2701
6ca11d6223c510fbeb6b9eb2,2837
d7957f71de25881bcb5caa73,2859
d8d821acfca5dc089e2e7079,3563
0ab10c0ccdd9d0123607d179,4880
a7ea3e6b15b3849a4c797ebb,3299
327079bae2dc81839b476ac6,2291
64981a643429484e64bb7255,5189
e21062a8323ea1fcc0dd698e,2035
7571db96f2ff2dbc4d6e3174,2914
9fcbc4ab631072ab79099497,3615
33a00eaeb376dea021f62d41,3715
74072d3386b709119ab04fd4,1401
cc1119b5f26b58e0d7b0964d,2420
61593c272f4e7f60588f8b4b,2605
f17f3c4b17ba7bed5679fba4,4332
f9f44499cbe25665381a7d75,2283
d5717fb8dfe778f4b017c802,4200
23421cc3d5cc76b67303ed6c,1842
391aba723a9cb3c739c88081,2201
0aa52965076bab605d444124,2278
25caba5f494c6a04396dfe17,2525
7d02014df27bf1344d2d5809,4447
37469a8473106dcdda98d7c9,3250
7f7b11fbbd4e425c1d0556ca,2605
0583267240685c78d0e18eeb,3614
926b1a028cc0be5a206f21cd,2348
003110c00fb27dcd192fe74a,3590
3d31db69cfad85fc7624d064,4956
dc8971cdfaf18b66c16827af,2937
ea676d41cc1ece0e1474cfbc,4300
affca89cdb045520951725e5,2386
b431c5980a9b31fac21b21bc,2736
b1d27e5777f9483141b1c070,4377
99a94e80410dad1fb0e30dc1,2891
82cca2a2d2fd235f714161dd,4080
a2c2af9f7253a71682fb3dd8,3668
470fc34ebbe369cd838e8c74,3099
755ceeadcc68e6ea74c2d524,2761
31e96a2bc14bfd975d7e40e8,2416
405a4a09886da623c09a5d2a,3202
899f018b0fba31d12444aa5e,4458
58bc062928c380d6df30962c,3963
39c80e3212cad7a14499858b,5156
ba1a451e11c35700cfea5d16,4047
2bd52d2776f4a5ba0e9dd85d,2285
f154879bcc22516f4f2ac6d7,2795
29f531f51f3e870ac69e8c28,4026
174a8079303707237ed59dc5,3824
6b099b412f40d9f041b7aa58,2795
e987ecae3bef2b7483ff6558,3291
3e5e06bbc330a6a10f5d8397,2412
3149cf37f3b0dd55285d0ba5,3780
57ad9e1fb36aeb5edf1a395b,3495
b533620f6c102501adbc7fec,2794
5474026140aa651e666707ae,2758
1a440c8f357948bb384e47ab,2813
6dcb4d82314a78eb06974097,4619
2d152ce4046e1ba6e19af728,3511
302588338073a495d963b264,2804
10edffc74618afd20b836e60,2544
05ec864f6bd6b6c29d577b34,3899
a5f9b8782a5c9509989898cf,2605
a31433e183ced65abbe372f1,2234
53a91cc351b178b5e5779793,2847
d055e5e63fc0482fcccc49b0,3870
ce403f447ed25cf5709bf19a,2520
069f49813b59ea73fd30d54a,3049
b74f463d5d624e96efeb31e1,4019
8d1bca7fb1cac5075e43492a,5959
c9f9a698af3b2d7af37b6116,3572
2f58a30151999d0e18c228af,4337
e310b0f662debfe69fda1c7f,3986
21c7f3a459d3bce1292e942f,3700
daa27316e4628ade2b5aa206,3975
0897e7715a94322ab1c5d780,936
562fd21b49ccb7832e1d979a,4304
d2926452f399abac21a758ea,5041
2d946a58e40f98e0ba7c8b28,2794
35a9a629712d20a5158ba31d,2341
4db595c2203fb7019859dbac,2329
426e59a6afcd2e5cc69e4643,2446
8b2dab0fd8c86b35cee7bfb2,2409
857492c4d59e050ba2102bc7,2591
1b28243b250b19b093446879,3199
5c6de6f66cb14fc4e87ac068,2610
eeb5507125e1844350847761,2648
c499be62bbf17e10c5609e26,2463
273a20555b670ace93bfbe74,3684
e7c683a9d078fa4204108408,2699
c409fbe9afb7a7dfea0f5d99,4578
a63124983adf8c6672ea74fa,2396
e536e4652f57f932e37a69eb,3037
90de1b5c685e97e8e4c8585c,2842
9adfe990ddf6804a3e7d14a4,2353
e78c9ea20931d1030019bf3f,2595
b32b0b77516c7f016646027e,2700
3f870a25ca0a7c8750579f00,4607
8ba4c633a7e3e8d2222c15a6,4187
c75c5fea1dcb33549c869944,2939
007d8cb1d095a3ccf1e77c3b,3436
3304f814250ecce4167f5cd1,1356
b71971732e6897fd48b7a6d6,1798
e691ac55433c5f6aa675be91,1983
4e05cb23eb7840ebe5e65ce2,1291
71f3921c52811a809b8b2037,1367
bb0a136bd8ca8d9ef99678fe,2211
faeddc05e436b5b84f1a5d71,1367
692a56e3c709916c02e6e578,1829
37b6b867f6450361adcbd797,1367
1cef4725663afeedf85be51d,5833
5ab60112ec8738c2394e5a5f,5051
3523df84925bfab6526b2a5a,3203
75601d89fb30858e9d695919,4258
8326e1ae21df3f3465793420,3907
09a736723328a09e77c72567,4367
06ab400c92c7411eda1c78eb,4088
d965816dd49f9f5840ddb7ab,1939
a541980a084d4bf12605d78c,4944
87a12ad3ff6a9157c6e2406c,4552
ecc59e697d7821fea57bc6de,3924
f56593e734a1283571250f34,2388
ec72b8bd14049d2fb38d7fa3,4053
395153123a38e45c9ebb26ad,2411
cf443388019017417a9372ff,2909
420c47501cb04bd919afd7da,2385
e90fa2810ca2def685d7f371,2107
fe7df2c8f1ea0415d7ec0c2c,4615
16dd3455d0c0ab4e559772ab,4194
88b5e021344fd3f10c4b5eae,2728
42a403de4281cb2b95ac0876,4752
ec1ca54dc60c6e39dde6c05e,5543
1b7c4f61baf3004eeb24019c,2509
0ca440cb69535493f1972a81,5869
255b288d33470723f414ca4b,5963
2f0ac2cd8270d60d859245a9,5117
7ab1f8ec5c62e634e37df988,5338
b691097d251c4bfb29b0963a,3228
357a327035e0a3c2915d5c5f,3964
a4e59d2e677e4c4715e0f684,2690
4a9b725186cef829034c6095,2102
fa09d50d38c7452f1a2ac40d,2278
63d346696ec373f6033e4c94,1641
aee30e415f332736f22a2403,3246
a5ed696e66a97889c162f642,2728
da062f6a551c3924a571b12b,4123
1ea4b98ed59208ea5b319cad,3564
0cbaca333e9c8a7883db2d2c,2085
bcfb1c4f81c74f42fbef54bc,3554
9facfdf0377c7d862621e3e3,3554
4151ae2f2105686cec92b746,4203
82c980b46f2453b71df7a7d0,4392
e4ce413e1ef5c523544ed838,2007
9f340e6a5b171e110145c496,2007
fda40bbf95aba944caeaafbf,2007
b2318d16069a346008fc459c,2007
288e65e01e8570e2fa1e2c27,2861
25442476f9ef50fb94e633a8,1992
07ec9150f36ed54ece635a9e,3531
9404a5cb0549b6765ae9faba,6024
03f8e11efd2ade6c624a8db3,3228
b1a5a5ca28f29e53d532b8c6,3378
e805688560b43f79964d9997,3228
4cc1833a02e8515b7e6ba829,2396
3f15a55eea5359daaf9b64c6,4665
22d704a16cc4a2414d78b0a4,2975
633a104156a48f2d4d4068f3,2780
35b2c2efb22bbdba77315ed4,2838
9c5152f92ea297b63782b61f,4775
1e01888863bcdd7f08cbb435,2031
321c44f5d14cecf2dec0f78b,5232
9f71d8a08754036cefa96428,4467
8aa9d2bb66fc1d0de7146a7b,2873
1ca36cbe3d506d5b19024b35,1906
cb5ff85e44b9e7693b7aa065,2430
a09563b638b82a1f0efea894,2965
5f3176d42866f83c521fe96f,2302
450b993ba9d5d77606ac2d4c,2519
b1fef164e4e9da0cd0897e4f,2466
645625e6cd9e101ced2d4067,2935
4e5112214ba80da96a471a8d,2310
3955db8ff94a6bfa32ee924b,4458
c8db467a6a928912b4b6ff08,2911
2d2fc7dbd13cb96f4134bade,2784
e2b9c240eb0c19a0899a2037,2838
82aa6b62c935c29610227dee,4398
117268793d01d818244ba499,3154
4180565478e8ba50d8ce2779,4458
cb6b3a9d6c9486cb22c832fa,2679
a758d7079c9e06a45cdedeca,2344
2b742aafaee72ed043d1f462,3414
2ae214d303b401fa1e1b7f9f,4458
e59c336f96aabb60b80ddfd8,4561
eaabe60483290e2ae70e26ca,1566
bb4179b38cbd90930c632306,1754
adf5a62f058f6a3f8a76d09d,2586
41f8ee1f5e3351a731c7973a,3839
8752424765c5fc70667e8934,2635
6d83f6775005e0cb43bbb3e3,4326
a05de86c7222b08e2f9e50ae,4663
046a33993893b3d041c69098,4693
010e79aeaea6d2347cf85bf6,5447
1a2576d847721a3014fa92af,2352
a76d1d2ca02c07dee5d80e24,2493
7e6681c150714180cb0db0a1,3177
30389c4b19bd15b341933e8e,4341
e1dbf6b9e206303d2d702c6a,3621
fbcfd362cb769986b5bc42ef,2285
382d03434eed0480024145e0,3866
7d8fe1955356cdfbdf0c973d,4459
7ac77108bed2a65e1856aa0f,3323
448c75db8b2e67eec6185496,2180
2bd04b458d82ddc1d3fc7df6,5937
cd839677c1b353764dbc9f5e,2815
120f7397be51b9876711a246,2207
4cb0c4afa044b2b9301e0aef,2508
1ae99f5cc49f86ddbd72ab81,2915
6a09a897c323583cc20bbfaf,3217
f44a3b178126a9c5dac289c7,4971
0d0d0c09a816252ca551c6b4,4086
9b0565a60ebecc6c5dc7a4e4,5172
d47fe5af735e31e7a149f5a9,4479
a3794ad1e25ae5439b7bcd6e,4445
e648de923e0ff477fce1563c,6249
d4ef04d17a7a035a7a9c2dcd,3244
d5e99f2aeeddf34a5f3cc8f9,4310
bb84d6f75bd51e0285ca747c,3066
caeb1c27cf942d88471ebcaf,3603
1fd0f804f942457779776f8b,1699
90b982dfc4f5eb5ef754948e,1113
2bcffe16ea22ade344c2423f,1857
78be6547a3bfcd7d567ad89a,1857
7637cd2c2ea58f00bbbb6156,1700
f01b24d92a432b8a53a1d0d0,1922
d776544f27f92487287c11f2,1700
af96e80cb05ee0b9e331e888,1700
998c8376361d223e7279008d,1700
e1101ac5b39bc15d533a9cf0,1700
c82f185098bc4c21efa1bb55,1699
12705289c0943f9208956e5b,1699
689aedf5a31aed11dcec58c6,1857
90c5303a34df7889ce02f4a3,2039
7e5865668c7d54dd1e2eb7e8,1699
be7783cacb77ee946621e172,1700
2b8ec25656835989db1ce6f1,1700
b5cf7a84261c138a06e71d27,2179
f54d9635c2fd9099ea2d011b,2686
e2db0ee4af71e5cce7d064e5,4166
966865bf3caa3cc159055e2d,3705
2ca8a9e0b3e08ebdf17b92af,4451
c8cae60fb154fc1bf33acbf7,3838
635946fc4a7de26a560fbc29,4396
cc2b068bed65a926e101880b,3915
f2442ff79b19773c3a54cf54,2834
d8c4b66d46762eed8fe86539,4985
4c2961d39c819c8db66e9956,5981
c3ba125906c2650258118d9d,5617
9108f168b05a402fe9d16be2,2733
2631cc94f6f26012b314591c,2733
47549404f73d00a9ed383672,2413
fc6eafbd9faa7a0efa6ffd85,2307
1d4a3e107236dc8556449edf,3356
046f75209e9ffb9d6d994ea4,3016
ff8d84c56d57b4d570d70385,6549
72318472bcfbe9edad4a612c,4499
95c04b05eed0db07841844f3,2397
564bd4e87f7e7bb2014e4753,2179
49c384afd6b696b6a44819bb,2352
6317e1cda19a9ee538a3cc55,1569
65d9066bb65fa00912b07162,1174
b6fc972d5589a546857cc076,2376
b140724e875dcc774c38c8c1,3258
652f903bcc15717d58a0bf5f,2554
6beda3c4e6ac3aefe61dcc4a,2403
db661146aa507c417af37d07,1826
eae161e38691284bd580a3e0,4795
7f7d6c19827d1e3670075e50,2380
32e182f2c3479157e226e7f6,3719
0251793c7dda8e7c26a87b14,3751
37060049c5fc4ead2c5dd05c,3230
d9f1a782f27bd48aa3881a3c,4188
6dca642267328817cccf624c,2307
58b00d2edc8a272ae1ce2fcb,2727
1ef26aa5914110a61916319e,2818
424578043a97d98a3565ce77,3067
859980f6cf94caab19015b1a,2212
4b95a720c710c2b304eb2af0,3618
92dbdcc0565cb846cfdadc1a,2362
e225bd0c07c0271a99a09ea7,3441
0730f6fd5e695805ba576f92,2199
46e5b777e43fb492d63352c8,4578
cfcfb244a44957d331b436a7,2441
6d5337de87a10a980d6628a5,5476
fd27204dcb6259d4980def2f,4362
0136631b527f20df2a5848e8,2280
03bee89dbedfe03862b6839e,2701
1cb75b439b401a907c2c3986,2917
26cebeb75045d7bc3bdea278,2827
1495506d24c41e5180b47cb0,4230
c752854be47ff8c03a372310,2946
7198fdf3f6c4e8a173696cda,3355
1324e7f405cdde02cefcd2f5,3280
411be837c207f68afe3abe2d,3414
1471869ccd0ec87d2b7a14f5,3266
287af025475eadc00a2ee34d,2829
f02089208114c328a41bb0aa,3266
a7b0ae6e31b6787650e52c33,1223
d178fc88a58eaf50c778b574,1857
d9ba18cf0461b80afd2792e1,4904
3987773a1101210005786ec4,2762
22d81c1c24ca6764181b1ab7,4512
92c44a23148b1651b9b6e0db,4512
12e89569389051cffb5647db,2442
f79c2baf29c9ef5453a5956c,2270
1ed81fd572e29450eaa07bb4,2982
0de9a08b1047b6e9e3a4075e,2943
986389b43f8154d0a4ea0a35,2198
6fc4c59aa9cf4db7f490580e,2106
c908012fd844d4570aa095b2,6474
9bd9791e5509526e864959bc,5348
199a4e11f4b1494351b9a6fe,5075
b5fd4e5573c62a7934b1646b,5355
777afb11f0fda577d15c284f,3294
0996dc9cea8d18988caf995b,3648
9b24824ec110f61aa8a1a00d,2252
0a125cfcb6a4a59f334442af,3168
2a787a1c46de053031961043,2645
9628061cd90750f0f55d6b4a,2861
fd9256499dfc4f9db0032a03,2268
4ed5439f9f98d00a3f7dbd43,3772
2756069283c391748fad7b4c,2514
989050aab9f4d753802faead,4622
30ff8bc86c06277cf9d1d201,3680
b3497035d2252d0aec3b1bac,3764
09bd1337f941e81ca558c4df,2049
d972596145a78c8a4873be0b,2974
c84f6e872b56521d3d408558,2010
9dcdbd56fe32456259662d65,2822
d8403f5b47c255bf30817546,2974
de7f2a3fd748746b939e1c04,2974
933be48d9b5993f862f58a80,3251
5efe1351bde8812bcead19ec,2525
53799e66dc06ae5ff05f43d2,2176
3b287b25f5036d36ce145293,4206
54546893458bfd8cba6ffd34,6267
905d302bb929f2f96e56e583,5838
cb899515c57d30d6772acbe8,2331
7b0ffacdcfa64b44b2ba4ec7,3688
9960f84e8e04e0bb2b0ff89c,2974
b2e59f5c20031e8b7c2b0593,2095
723cc7740c0bdbb510b4d24d,2079
4fbd8c200d517d98b4e8f55d,2221
6a3073ee114b104d87fd38d0,2260
01c7da38ff871218e2f8ded0,4830
5b977a7e33705a43b53dbcfe,4015
75c90495ced2a9dda6fcea9d,1324
84e17ce75ef3d0129ed0d866,1681
18781c9c407a83393b51a023,1938
013ef032517558b6be94bd6a,1896
921c02a908da3bc638a04ceb,4972
53eeb441d67184e5e688efad,2059
808a5bc1b39ff4f069338256,2097
a556f501d2abb4e4d86baa92,1490
5a8281580c39be407102cdd6,3848
54d82a7051a698fba8a89abc,3890
e216f7abbf98dbea4670d45c,4125
8692db3952137de3994a7073,3439
87cbdeeede16ca9dd777d947,4175
22207fa6ea25e970a4c19c26,3475
68d29b8aad07bb26fb8f2b5f,4768
